Entrez	GeneSymbol	GeneType	UMLS_CUI	Disease	TraitType	Cluster
6663	SOX10	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_143
7727	ZNF174	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
9683	N4BP1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_28
8178	ELL	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_144
23067	SETD1B	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_145
6944	VPS72	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_146
2845	GPR22	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_147
64146	PDF	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_3
56128	PCDHB8	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_148
1106	CHD2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_3
64375	IKZF4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
138151	NACC2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_149
11031	RAB31	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_21
25925	ZNF521	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_150
26133	TRPC4AP	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_9
80351	TNKS2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_151
26985	AP3M1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_2
10906	TRAFD1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_152
128821	CST9L	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_153
10991	SLC38A3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_3
1295	COL8A1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_154
6757	SSX2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_155
10961	ERP29	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_2
79230	ZNF557	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_24
4729	NDUFV2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_6
51388	NIP7	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_156
23360	FNBP4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
26010	SPATS2L	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_157
84524	ZC3H8	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_158
27132	CPNE7	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_159
79176	FBXL15	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_11
84329	HVCN1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_160
1520	CTSS	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_161
57446	NDRG3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_25
84905	ZNF341	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_162
1485	CTAG1B	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_163
23414	ZFPM2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_164
55553	SOX6	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_165
54925	ZSCAN32	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
10196	PRMT3	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_11
401251	SAPCD1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_166
1513	CTSK	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_167
124044	SPATA2L	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_168
1545	CYP1B1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_169
1577	CYP3A5	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_170
5913	RAPSN	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_171
1607	DGKB	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_26
26167	PCDHB5	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_26
1788	DNMT3A	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_3
3706	ITPKA	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_172
2009	EML1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_173
387893	KMT5A	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_174
64288	ZSCAN31	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_175
29107	NXT1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_176
56146	PCDHA2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_177
63908	NAPB	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_178
5874	RAB27B	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_179
8324	FZD7	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_180
83658	DYNLRB1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_181
151194	METTL21A	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_182
1800	DPEP1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_183
128229	TSACC	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
9917	FAM20B	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_184
64222	TOR3A	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_185
1880	GPR183	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_13
9369	NRXN3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_13
10947	AP3M2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_186
653519	GPR89A	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_187
158809	MAGEB6	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_3
4758	NEU1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_20
1946	EFNA5	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_27
4946	OAZ1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_188
4850	CNOT4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_189
8745	ADAM23	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_190
10475	TRIM38	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
11261	CHP1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_6
24139	EML2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_191
25801	GCA	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_192
50862	RNF141	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_193
55204	GOLPH3L	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_6
60436	TGIF2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_194
148137	PROSER3	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_195
160760	PPTC7	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_196
162681	C18orf54	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_197
23203	PMPCA	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_198
2029	ENSA	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_3
56950	SMYD2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_199
133522	PPARGC1B	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_200
23279	NUP160	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_7
8558	CDK10	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_201
25941	TPGS2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_202
11062	DUS4L	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
3034	HAL	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
386618	KCTD4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_203
285971	ZNF775	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_14
64852	TUT1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_7
5990	RFX2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_204
65010	SLC26A6	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_205
58496	LY6G5B	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_206
10100	TSPAN2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_207
2559	GABRA6	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_208
51447	IP6K2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_209
55092	TMEM51	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
2622	GAS8	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_210
53917	RAB24	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_211
10296	MAEA	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_212
2686	GGT7	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_213
9780	PIEZO1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_214
2712	GK2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_215
84418	CYSTM1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_216
5662	PSD	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_217
22977	AKR7A3	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_218
132954	PDCL2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_219
23479	ISCU	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_220
2958	GTF2A2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
64925	CCDC71	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_221
221785	ZSCAN25	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
6821	SUOX	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_222
25766	PRPF40B	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_7
205327	C2orf69	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_223
55174	INTS10	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_1
6759	SSX4	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_224
129450	TYW5	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_225
84547	PGBD1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
6621	SNAPC4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_11
56122	PCDHB14	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_226
51075	TMX2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_227
203111	ERICH5	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_228
7306	TYRP1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_229
91662	NLRP12	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_230
92689	FAM114A1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_28
728489	DNLZ	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_231
55709	KBTBD4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_232
115290	FBXO17	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_233
144715	RAD9B	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_234
3652	IPP	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_2
54796	BNC2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_235
128822	CST9	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_236
283518	KCNRG	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_237
84501	SPIRE2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_238
147015	DHRS13	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_239
3913	LAMB2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_240
339745	SPOPL	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_241
4062	LY6H	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_242
10417	SPON2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_243
29992	PILRA	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_1
64412	GZF1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_244
23705	CADM1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_245
51297	BPIFA1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_246
29902	FAM216A	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_247
6847	SYCP1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_248
23539	SLC16A8	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_249
55063	ZCWPW1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_250
9378	NRXN1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_251
9379	NRXN2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_252
6405	SEMA3F	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_253
6575	SLC20A2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_254
8484	GALR3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_255
25797	QPCT	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_256
51282	SCAND1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
27031	NPHP3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_257
56132	PCDHB3	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_258
57611	ISLR2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_259
4948	OCA2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_260
6676	SPAG4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_261
165055	CCDC138	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_262
4974	OMG	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_263
10894	LYVE1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_264
6568	SLC17A1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_265
342096	GOLGA6A	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_266
11247	NXPH4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_267
50651	SLC45A1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_268
79966	SCD5	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_269
84307	ZNF397	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
57556	SEMA6A	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_270
11264	PXMP4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_271
91252	SLC39A13	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_272
343472	BARHL2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_273
441521	CT45A5	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
92822	ZNF276	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_274
64101	LRRC4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_275
140880	CST11	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_276
359710	BPIFB3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_277
203245	NAIF1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
387032	ZKSCAN4	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
10863	ADAM28	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_278
79841	AGBL2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_279
11105	PRDM7	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_280
7299	TYR	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_281
54768	HYDIN	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_282
92421	CHMP4C	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_9
80317	ZKSCAN3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
114821	ZBED9	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_5
23550	PSD4	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_283
138429	PIP5KL1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_13
8395	PIP5K1B	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_13
56142	PCDHA6	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_284
222950	NYAP1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_285
51654	CDK5RAP1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_18
151393	RMDN2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_286
115761	ARL11	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_287
56103	PCDHGB2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_288
9605	VPS9D1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_9
643246	MAP1LC3B2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_289
84070	FAM186B	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_290
81616	ACSBG2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_291
58476	TP53INP2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_4
51104	ABHD17B	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_292
80740	LY6G6C	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_293
56126	PCDHB10	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_294
84645	C22orf23	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_295
30014	SPANXA1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_296
147991	DPY19L3	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_297
26716	OR2H1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_298
51151	SLC45A2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_299
84532	ACSS1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_300
541466	CT45A1	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_29
51733	UPB1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_301
55783	CMTR2	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_302
84650	EBPL	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_303
140683	BPIFA2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_304
57691	KIAA1586	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_305
92747	BPIFB1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_306
84276	NICN1	seed	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_307
83852	SETDB2	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_308
253430	IPMK	predicted	NA	Use_of_sun_uv_protection	Non-disease Trait	Use_of_sun_uv_protection_309
4683	NBN	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
1781	DYNC1I2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_13
7417	VDAC2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
9793	CKAP5	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_14
342371	ATXN1L	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_15
54978	SLC35F6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_16
55845	BRK1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_17
55676	SLC30A6	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_18
4192	MDK	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_7
55626	AMBRA1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_3
55663	ZNF446	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_1
10529	NEBL	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_19
6643	SNX2	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_4
219431	OR4S2	predicted	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_20
3516	RBPJ	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_5
5747	PTK2	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_3
23076	RRP1B	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_21
7402	UTRN	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_22
51144	HSD17B12	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_23
5792	PTPRF	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_24
91408	BTF3L4	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_25
118881	COMTD1	seed	NA	Weekly_usage_of_mobile_phone_in_last_3_months	Non-disease Trait	Weekly_usage_of_mobile_phone_in_last_3_months_2
